zip,state_code,state,population,county
43985,OH,Ohio,78,Belmont
44080,OH,Ohio,143,Geauga
44109,OH,Ohio,40056,Cuyahoga
44127,OH,Ohio,4226,Cuyahoga
44144,OH,Ohio,21512,Cuyahoga
44217,OH,Ohio,3583,Wayne
44278,OH,Ohio,17978,Summit
44402,OH,Ohio,3278,Trumbull
44405,OH,Ohio,7895,Mahoning
44618,OH,Ohio,6711,Wayne
44620,OH,Ohio,1833,Carroll
44641,OH,Ohio,20221,Stark
44691,OH,Ohio,45195,Wayne
44815,OH,Ohio,607,Seneca
44826,OH,Ohio,1540,Huron
45034,OH,Ohio,1251,Warren
45107,OH,Ohio,9730,Clinton
45164,OH,Ohio,365,Clinton
45214,OH,Ohio,7895,Hamilton
45215,OH,Ohio,30581,Hamilton
45330,OH,Ohio,874,Preble
45347,OH,Ohio,4346,Preble
45360,OH,Ohio,392,Shelby
45387,OH,Ohio,5390,Greene
45419,OH,Ohio,15060,Montgomery
45429,OH,Ohio,25563,Montgomery
45601,OH,Ohio,56263,Ross
45776,OH,Ohio,693,Meigs
45805,OH,Ohio,23252,Allen
46074,IN,Indiana,34755,Hamilton
46155,IN,Indiana,162,Rush
46377,IN,Indiana,332,Lake
46410,IN,Indiana,37813,Lake
46501,IN,Indiana,3613,Marshall
46524,IN,Indiana,2124,Kosciusko
46538,IN,Indiana,4169,Kosciusko
46571,IN,Indiana,5682,LaGrange
46733,IN,Indiana,18943,Adams
46741,IN,Indiana,4553,Allen
46795,IN,Indiana,6651,LaGrange
46901,IN,Indiana,39383,Howard
46911,IN,Indiana,1483,Miami
47006,IN,Indiana,11880,Ripley
47022,IN,Indiana,2980,Dearborn
47137,IN,Indiana,1499,Crawford
47150,IN,Indiana,47912,Floyd
47232,IN,Indiana,3327,Bartholomew
47359,IN,Indiana,3013,Blackford
47452,IN,Indiana,5360,Orange
47464,IN,Indiana,212,Monroe
47654,IN,Indiana,92,Gibson
47683,IN,Indiana,235,Gibson
47855,IN,Indiana,526,Sullivan
47868,IN,Indiana,3072,Owen
47871,IN,Indiana,321,Vigo
47965,IN,Indiana,599,Montgomery
48026,MI,Michigan,14580,Macomb
48027,MI,Michigan,3194,St. Clair
48091,MI,Michigan,29811,Macomb
48092,MI,Michigan,26939,Macomb
48128,MI,Michigan,10495,Wayne
48139,MI,Michigan,135,Livingston
48211,MI,Michigan,6229,Wayne
48312,MI,Michigan,34882,Macomb
48322,MI,Michigan,32608,Oakland
48323,MI,Michigan,17128,Oakland
48455,MI,Michigan,7924,Lapeer
48737,MI,Michigan,1226,Alcona
48760,MI,Michigan,1419,Tuscola
48770,MI,Michigan,1774,Iosco
48852,MI,Michigan,189,Montcalm
49007,MI,Michigan,10097,Kalamazoo
49015,MI,Michigan,27465,Calhoun
49037,MI,Michigan,20647,Calhoun
49050,MI,Michigan,1567,Barry
49056,MI,Michigan,3391,Van Buren
49236,MI,Michigan,4807,Lenawee
49301,MI,Michigan,20302,Kent
49616,MI,Michigan,2186,Benzie
49645,MI,Michigan,1608,Manistee
49675,MI,Michigan,993,Manistee
49718,MI,Michigan,632,Emmet
49854,MI,Michigan,6271,Schoolcraft
49855,MI,Michigan,33006,Marquette
49911,MI,Michigan,2746,Gogebic
50012,IA,Iowa,4725,Story
50046,IA,Iowa,1765,Story
50054,IA,Iowa,2996,Jasper
50078,IA,Iowa,176,Marshall
50206,IA,Iowa,555,Hardin
50257,IA,Iowa,1008,Madison
50312,IA,Iowa,15883,Polk
50322,IA,Iowa,31118,Polk
50477,IA,Iowa,237,Cerro Gordo
50517,IA,Iowa,1120,Kossuth
50523,IA,Iowa,574,Webster
50536,IA,Iowa,4447,Palo Alto
50559,IA,Iowa,321,Kossuth
50570,IA,Iowa,217,Humboldt
50577,IA,Iowa,379,Humboldt
50611,IA,Iowa,294,Butler
50673,IA,Iowa,182,Grundy
50842,IA,Iowa,84,Union
50843,IA,Iowa,442,Cass
51025,IA,Iowa,1924,Ida
51039,IA,Iowa,2635,Woodbury
51040,IA,Iowa,3500,Monona
51244,IA,Iowa,103,Sioux
51459,IA,Iowa,59,Carroll
51461,IA,Iowa,1060,Crawford
51529,IA,Iowa,1884,Harrison
51550,IA,Iowa,158,Harrison
52031,IA,Iowa,5102,Jackson
52208,IA,Iowa,3102,Benton
52219,IA,Iowa,176,Linn
52222,IA,Iowa,502,Poweshiek
52228,IA,Iowa,3194,Linn
52533,IA,Iowa,1425,Jefferson
52542,IA,Iowa,354,Van Buren
52593,IA,Iowa,187,Appanoose
52721,IA,Iowa,904,Cedar
52756,IA,Iowa,2004,Scott
52757,IA,Iowa,220,Clinton
52774,IA,Iowa,108,Clinton
53001,WI,Wisconsin,1882,Sheboygan
53004,WI,Wisconsin,3334,Ozaukee
53069,WI,Wisconsin,685,Waukesha
53120,WI,Wisconsin,9485,Walworth
53147,WI,Wisconsin,16858,Walworth
53177,WI,Wisconsin,8079,Racine
53188,WI,Wisconsin,35730,Waukesha
53403,WI,Wisconsin,26339,Racine
53525,WI,Wisconsin,4032,Rock
53538,WI,Wisconsin,18528,Jefferson
53726,WI,Wisconsin,5612,Dane
53802,WI,Wisconsin,44,Grant
53936,WI,Wisconsin,2333,Adams
53963,WI,Wisconsin,13887,Dodge
54171,WI,Wisconsin,3674,Oconto
54174,WI,Wisconsin,3008,Oconto
54414,WI,Wisconsin,3520,Shawano
54442,WI,Wisconsin,1160,Lincoln
54447,WI,Wisconsin,439,Taylor
54450,WI,Wisconsin,455,Shawano
54474,WI,Wisconsin,3874,Marathon
54554,WI,Wisconsin,1043,Vilas
54561,WI,Wisconsin,0,Vilas
54646,WI,Wisconsin,4163,Juneau
54657,WI,Wisconsin,376,Crawford
54730,WI,Wisconsin,4890,Dunn
54850,WI,Wisconsin,237,Ashland
54861,WI,Wisconsin,205,Ashland
54874,WI,Wisconsin,3900,Douglas
54889,WI,Wisconsin,2648,Barron
54911,WI,Wisconsin,26348,Outagamie
54930,WI,Wisconsin,1710,Waushara
55040,MN,Minnesota,13180,Isanti
55053,MN,Minnesota,1038,Rice
55069,MN,Minnesota,5397,Chisago
55082,MN,Minnesota,36093,Washington
55360,MN,Minnesota,2698,Carver
55382,MN,Minnesota,3701,Stearns
55415,MN,Minnesota,4815,Hennepin
55419,MN,Minnesota,27966,Hennepin
55422,MN,Minnesota,29837,Hennepin
55735,MN,Minnesota,1699,Pine
55779,MN,Minnesota,3893,St. Louis
55781,MN,Minnesota,724,St. Louis
55797,MN,Minnesota,1694,Carlton
55810,MN,Minnesota,8292,St. Louis
55959,MN,Minnesota,2508,Winona
55960,MN,Minnesota,3251,Olmsted
55976,MN,Minnesota,7853,Olmsted
55982,MN,Minnesota,474,Mower
56057,MN,Minnesota,3910,Le Sueur
56129,MN,Minnesota,777,Nobles
56249,MN,Minnesota,283,Swift
56316,MN,Minnesota,1509,Stearns
56373,MN,Minnesota,3188,Morrison
56536,MN,Minnesota,395,Clay
56586,MN,Minnesota,1881,Otter Tail
56601,MN,Minnesota,34785,Beltrami
56716,MN,Minnesota,9207,Polk
57012,SD,South Dakota,1186,McCook
57040,SD,South Dakota,333,Yankton
57051,SD,South Dakota,290,Kingsbury
57069,SD,South Dakota,11950,Clay
57279,SD,South Dakota,1184,Roberts
57323,SD,South Dakota,225,Miner
57371,SD,South Dakota,152,Hand
57646,SD,South Dakota,252,Campbell
57717,SD,South Dakota,7825,Butte
58027,ND,North Dakota,1321,Ransom
58031,ND,North Dakota,457,Barnes
58042,ND,North Dakota,1366,Cass
58231,ND,North Dakota,329,Walsh
58251,ND,North Dakota,1972,Grand Forks
58370,ND,North Dakota,1372,Benson
58402,ND,North Dakota,248,Stutsman
58444,ND,North Dakota,194,Sheridan
58538,ND,North Dakota,2568,Sioux
58621,ND,North Dakota,1351,Golden Valley
58647,ND,North Dakota,1325,Hettinger
58712,ND,North Dakota,87,McHenry
22973,VA,Virginia,5915,Greene
22980,VA,Virginia,32337,Waynesboro
23005,VA,Virginia,17602,Hanover
23112,VA,Virginia,53168,Chesterfield
23150,VA,Virginia,12862,Henrico
23224,VA,Virginia,40546,Richmond
23452,VA,Virginia,58996,Virginia Beach
23662,VA,Virginia,12066,Poquoson
23836,VA,Virginia,13787,Chesterfield
23845,VA,Virginia,519,Brunswick
23872,VA,Virginia,2549,Dinwiddie
24058,VA,Virginia,242,Pulaski
24210,VA,Virginia,16337,Washington
24380,VA,Virginia,2696,Floyd
24467,VA,Virginia,2363,Augusta
24529,VA,Virginia,2050,Mecklenburg
24536,VA,Virginia,286,Bedford
24630,VA,Virginia,7148,Tazewell
24715,WV,West Virginia,426,Mercer
24836,WV,West Virginia,671,McDowell
24851,WV,West Virginia,654,Mingo
24871,WV,West Virginia,201,McDowell
24976,WV,West Virginia,1075,Monroe
25108,WV,West Virginia,251,Boone
25109,WV,West Virginia,606,Putnam
25173,WV,West Virginia,404,Fayette
25425,WV,West Virginia,13853,Jefferson
25608,WV,West Virginia,1108,Mingo
25644,WV,West Virginia,282,Logan
25820,WV,West Virginia,454,Mercer
25837,WV,West Virginia,410,Fayette
25871,WV,West Virginia,813,Raleigh
25906,WV,West Virginia,364,Raleigh
25977,WV,West Virginia,178,Summers
26039,WV,West Virginia,665,Marshall
26169,WV,West Virginia,656,Wood
26180,WV,West Virginia,2341,Wood
26270,WV,West Virginia,486,Randolph
26293,WV,West Virginia,596,Randolph
26362,WV,West Virginia,3232,Ritchie
26431,WV,West Virginia,5298,Harrison
26438,WV,West Virginia,79,Harrison
26554,WV,West Virginia,41702,Marion
26731,WV,West Virginia,423,Grant
26823,WV,West Virginia,141,Hampshire
26845,WV,West Virginia,885,Hardy
27012,NC,North Carolina,28334,Forsyth
27021,NC,North Carolina,17489,Stokes
27051,NC,North Carolina,7641,Forsyth
27103,NC,North Carolina,34688,Forsyth
27105,NC,North Carolina,40134,Forsyth
27258,NC,North Carolina,7370,Alamance
27298,NC,North Carolina,10925,Randolph
27563,NC,North Carolina,4270,Warren
27831,NC,North Carolina,3381,Northampton
27855,NC,North Carolina,6066,Hertford
27858,NC,North Carolina,59182,Pitt
27979,NC,North Carolina,1473,Gates
28040,NC,North Carolina,7441,Rutherford
28073,NC,North Carolina,6541,Cleveland
28139,NC,North Carolina,20467,Rutherford
28150,NC,North Carolina,26965,Cleveland
28173,NC,North Carolina,59559,Union
28212,NC,North Carolina,47903,Mecklenburg
28308,NC,North Carolina,588,Cumberland
28326,NC,North Carolina,24217,Harnett
28375,NC,North Carolina,164,Robeson
28454,NC,North Carolina,2733,Onslow
28512,NC,North Carolina,3211,Carteret
28518,NC,North Carolina,8912,Duplin
28527,NC,North Carolina,788,Craven
28539,NC,North Carolina,16509,Onslow
28577,NC,North Carolina,333,Carteret
28581,NC,North Carolina,361,Carteret
28628,NC,North Carolina,476,Burke
28685,NC,North Carolina,1854,Wilkes
28714,NC,North Carolina,16941,Yancey
28777,NC,North Carolina,10717,Mitchell
28782,NC,North Carolina,6852,Polk
28806,NC,North Carolina,43597,Buncombe
29010,SC,South Carolina,12002,Lee
29346,SC,South Carolina,293,Spartanburg
29385,SC,South Carolina,7987,Spartanburg
29516,SC,South Carolina,1028,Marlboro
29519,SC,South Carolina,451,Marion
29615,SC,South Carolina,37823,Greenville
29667,SC,South Carolina,285,Pickens
29730,SC,South Carolina,55858,York
29907,SC,South Carolina,14949,Beaufort
30047,GA,Georgia,65937,Gwinnett
30080,GA,Georgia,57067,Cobb
30097,GA,Georgia,46609,Fulton
30153,GA,Georgia,18688,Polk
30168,GA,Georgia,25803,Cobb
30263,GA,Georgia,59799,Coweta
30285,GA,Georgia,730,Upson
30339,GA,Georgia,23960,Cobb
30423,GA,Georgia,222,Evans
30454,GA,Georgia,866,Laurens
30555,GA,Georgia,2400,Fannin
30559,GA,Georgia,4740,Fannin
30630,GA,Georgia,2285,Oglethorpe
30720,GA,Georgia,27414,Whitfield
30739,GA,Georgia,7237,Walker
610,PR,Puerto Rico,26686,Añasco
674,PR,Puerto Rico,38971,Manatí
851,VI,Virgin Islands,,St. Croix
912,PR,Puerto Rico,5660,San Juan
925,PR,Puerto Rico,6640,San Juan
934,PR,Puerto Rico,109,Guaynabo
1031,MA,Massachusetts,1135,Worcester
1060,MA,Massachusetts,15948,Hampshire
1085,MA,Massachusetts,41780,Hampden
1088,MA,Massachusetts,509,Hampshire
1259,MA,Massachusetts,540,Berkshire
1337,MA,Massachusetts,2532,Franklin
1529,MA,Massachusetts,3256,Worcester
1532,MA,Massachusetts,15056,Worcester
1562,MA,Massachusetts,11928,Worcester
1608,MA,Massachusetts,4471,Worcester
1611,MA,Massachusetts,2277,Worcester
1901,MA,Massachusetts,2135,Essex
1944,MA,Massachusetts,5383,Essex
2026,MA,Massachusetts,25265,Norfolk
2081,MA,Massachusetts,19904,Norfolk
2191,MA,Massachusetts,8360,Norfolk
2562,MA,Massachusetts,3094,Barnstable
2668,MA,Massachusetts,2660,Barnstable
2673,MA,Massachusetts,8517,Barnstable
2725,MA,Massachusetts,2487,Bristol
2780,MA,Massachusetts,50438,Bristol
2791,MA,Massachusetts,402,Bristol
2815,RI,Rhode Island,367,Providence
2904,RI,Rhode Island,30613,Providence
2920,RI,Rhode Island,37165,Providence
3109,NH,New Hampshire,10600,Hillsborough
3285,NH,New Hampshire,2499,Grafton
3750,NH,New Hampshire,1037,Grafton
3813,NH,New Hampshire,2663,Carroll
3833,NH,New Hampshire,22116,Rockingham
3839,NH,New Hampshire,4048,Strafford
3848,NH,New Hampshire,6260,Rockingham
4079,ME,Maine,3953,Cumberland
4090,ME,Maine,10366,York
4102,ME,Maine,17612,Cumberland
4210,ME,Maine,23187,Androscoggin
4216,ME,Maine,475,Oxford
4282,ME,Maine,5784,Androscoggin
4348,ME,Maine,3169,Lincoln
4350,ME,Maine,3622,Kennebec
4478,ME,Maine,384,Somerset
4551,ME,Maine,788,Lincoln
4623,ME,Maine,870,Washington
4642,ME,Maine,110,Hancock
4679,ME,Maine,1491,Hancock
4684,ME,Maine,1712,Hancock
4730,ME,Maine,9720,Aroostook
4740,ME,Maine,1261,Aroostook
4901,ME,Maine,26888,Kennebec
4936,ME,Maine,253,Franklin
4944,ME,Maine,41,Somerset
4952,ME,Maine,1979,Waldo
5055,VT,Vermont,3230,Windsor
5153,VT,Vermont,523,Windsor
5401,VT,Vermont,28909,Chittenden
5447,VT,Vermont,88,Franklin
5473,VT,Vermont,1451,Addison
5648,VT,Vermont,472,Washington
5760,VT,Vermont,1088,Addison
5766,VT,Vermont,524,Addison
5774,VT,Vermont,1016,Rutland
5828,VT,Vermont,1995,Caledonia
6016,CT,Connecticut,6889,Hartford
6103,CT,Connecticut,1878,Hartford
6357,CT,Connecticut,11548,New London
6375,CT,Connecticut,3630,New London
6384,CT,Connecticut,2833,New London
6456,CT,Connecticut,259,Middlesex
6514,CT,Connecticut,27534,New Haven
6702,CT,Connecticut,3080,New Haven
6756,CT,Connecticut,2842,Litchfield
6851,CT,Connecticut,27118,Fairfield
7017,NJ,New Jersey,36471,Essex
7078,NJ,New Jersey,13372,Essex
7082,NJ,New Jersey,5011,Morris
7401,NJ,New Jersey,6765,Bergen
7626,NJ,New Jersey,8699,Bergen
7660,NJ,New Jersey,12922,Bergen
7703,NJ,New Jersey,132,Monmouth
7758,NJ,New Jersey,4528,Monmouth
8007,NJ,New Jersey,4899,Camden
8079,NJ,New Jersey,10030,Salem
8324,NJ,New Jersey,277,Cumberland
8853,NJ,New Jersey,4836,Somerset
10011,NY,New York,49949,New York
10019,NY,New York,45498,New York
10022,NY,New York,31130,New York
10040,NY,New York,44800,New York
10312,NY,New York,61392,Richmond
10528,NY,New York,13182,Westchester
10962,NY,New York,6034,Rockland
11238,NY,New York,55210,Kings
11351,NY,New York,0,Queens
11554,NY,New York,38029,Nassau
11598,NY,New York,14066,Nassau
11693,NY,New York,12944,Queens
11701,NY,New York,28363,Suffolk
11706,NY,New York,68401,Suffolk
11769,NY,New York,8340,Suffolk
11931,NY,New York,39,Suffolk
12029,NY,New York,1156,Columbia
12047,NY,New York,21355,Albany
12068,NY,New York,3238,Montgomery
12173,NY,New York,1999,Columbia
12470,NY,New York,512,Greene
12517,NY,New York,501,Columbia
12521,NY,New York,1349,Columbia
12729,NY,New York,1797,Orange
12749,NY,New York,227,Sullivan
12791,NY,New York,523,Sullivan
12803,NY,New York,8357,Saratoga
12847,NY,New York,375,Hamilton
12864,NY,New York,22,Hamilton
12923,NY,New York,562,Clinton
12993,NY,New York,1330,Essex
12996,NY,New York,2119,Essex
13035,NY,New York,8422,Madison
13052,NY,New York,1541,Madison
13134,NY,New York,216,Madison
13146,NY,New York,2462,Wayne
13209,NY,New York,12713,Onondaga
13319,NY,New York,561,Oneida
13461,NY,New York,3000,Oneida
13602,NY,New York,3968,Jefferson
13608,NY,New York,1607,Jefferson
13617,NY,New York,11137,St. Lawrence
13641,NY,New York,48,Jefferson
13647,NY,New York,55,St. Lawrence
13676,NY,New York,16637,St. Lawrence
13681,NY,New York,1053,St. Lawrence
13833,NY,New York,3728,Broome
13834,NY,New York,289,Otsego
14058,NY,New York,1994,Genesee
14223,NY,New York,22225,Erie
14441,NY,New York,319,Yates
14539,NY,New York,90,Livingston
14627,NY,New York,2348,Monroe
14781,NY,New York,2089,Chautauqua
14788,NY,New York,44,Cattaraugus
14861,NY,New York,1125,Chemung
14867,NY,New York,5676,Tompkins
15087,PA,Pennsylvania,150,Westmoreland
15202,PA,Pennsylvania,19569,Allegheny
15310,PA,Pennsylvania,265,Greene
15420,PA,Pennsylvania,422,Fayette
15436,PA,Pennsylvania,2985,Fayette
15447,PA,Pennsylvania,103,Fayette
15464,PA,Pennsylvania,1672,Fayette
15482,PA,Pennsylvania,290,Fayette
15520,PA,Pennsylvania,264,Somerset
15532,PA,Pennsylvania,137,Somerset
15552,PA,Pennsylvania,5908,Somerset
15561,PA,Pennsylvania,184,Somerset
15695,PA,Pennsylvania,451,Westmoreland
15765,PA,Pennsylvania,1480,Indiana
15775,PA,Pennsylvania,711,Cambria
15904,PA,Pennsylvania,15943,Cambria
15957,PA,Pennsylvania,626,Indiana
15962,PA,Pennsylvania,173,Cambria
16033,PA,Pennsylvania,6260,Butler
16061,PA,Pennsylvania,2556,Butler
16154,PA,Pennsylvania,2390,Mercer
16323,PA,Pennsylvania,15624,Venango
16331,PA,Pennsylvania,58,Clarion
16416,PA,Pennsylvania,206,Warren
16420,PA,Pennsylvania,634,Warren
16625,PA,Pennsylvania,4060,Blair
16692,PA,Pennsylvania,655,Clearfield
16701,PA,Pennsylvania,17126,McKean
16820,PA,Pennsylvania,1327,Centre
16821,PA,Pennsylvania,321,Clearfield
16836,PA,Pennsylvania,1098,Clearfield
16854,PA,Pennsylvania,614,Centre
16939,PA,Pennsylvania,279,Tioga
17022,PA,Pennsylvania,30855,Lancaster
17037,PA,Pennsylvania,1006,Perry
17045,PA,Pennsylvania,3316,Perry
17255,PA,Pennsylvania,1114,Huntingdon
17262,PA,Pennsylvania,1455,Franklin
17265,PA,Pennsylvania,667,Franklin
17324,PA,Pennsylvania,4549,Cumberland
17325,PA,Pennsylvania,28391,Adams
17551,PA,Pennsylvania,11538,Lancaster
17822,PA,Pennsylvania,0,Montour
18046,PA,Pennsylvania,0,Lehigh
18062,PA,Pennsylvania,25769,Lehigh
18072,PA,Pennsylvania,6550,Northampton
18324,PA,Pennsylvania,9229,Pike
18357,PA,Pennsylvania,111,Monroe
18407,PA,Pennsylvania,13119,Lackawanna
18616,PA,Pennsylvania,583,Sullivan
18631,PA,Pennsylvania,1180,Columbia
18655,PA,Pennsylvania,5625,Luzerne
18823,PA,Pennsylvania,187,Susquehanna
18825,PA,Pennsylvania,103,Susquehanna
18850,PA,Pennsylvania,2159,Bradford
19001,PA,Pennsylvania,17139,Montgomery
19124,PA,Pennsylvania,70304,Philadelphia
19125,PA,Pennsylvania,25850,Philadelphia
19335,PA,Pennsylvania,48962,Chester
19555,PA,Pennsylvania,3554,Berks
19735,DE,Delaware,9,New Castle
19810,DE,Delaware,25978,New Castle
19960,DE,Delaware,6505,Sussex
20012,DC,District of Columbia,17576,District of Columbia
20036,DC,District of Columbia,5455,District of Columbia
20111,VA,Virginia,36375,Prince William
20152,VA,Virginia,35302,Loudoun
20165,VA,Virginia,31912,Loudoun
20565,DC,District of Columbia,0,District of Columbia
20607,MD,Maryland,10843,Prince George's
20636,MD,Maryland,10805,St. Mary's
20720,MD,Maryland,22971,Prince George's
20769,MD,Maryland,6222,Prince George's
20850,MD,Maryland,53176,Montgomery
20880,MD,Maryland,547,Montgomery
20899,MD,Maryland,295,Montgomery
21131,MD,Maryland,7282,Baltimore
21161,MD,Maryland,5601,Harford
21402,MD,Maryland,6669,Anne Arundel
21543,MD,Maryland,276,Allegany
21757,MD,Maryland,2793,Frederick
21770,MD,Maryland,5513,Frederick
21872,MD,Maryland,379,Worcester
21875,MD,Maryland,6676,Wicomico
21915,MD,Maryland,2949,Cecil
22043,VA,Virginia,24806,Fairfax
22203,VA,Virginia,24309,Arlington
22509,VA,Virginia,102,Essex
22630,VA,Virginia,32321,Warren
22646,VA,Virginia,83,Clarke
22664,VA,Virginia,9457,Shenandoah
22801,VA,Virginia,41572,Harrisonburg
23011,VA,Virginia,1345,New Kent
23030,VA,Virginia,4765,Charles City
23043,VA,Virginia,2036,Middlesex
23093,VA,Virginia,13992,Louisa
23119,VA,Virginia,319,Mathews
23175,VA,Virginia,1575,Middlesex
23430,VA,Virginia,17245,Isle of Wight
23460,VA,Virginia,2024,Virginia Beach
23831,VA,Virginia,35964,Chesterfield
23901,VA,Virginia,18397,Prince Edward
23964,VA,Virginia,1278,Charlotte
23970,VA,Virginia,8616,Mecklenburg
24070,VA,Virginia,1827,Roanoke
24141,VA,Virginia,22989,Radford
24176,VA,Virginia,1257,Franklin
24216,VA,Virginia,2712,Wise
24270,VA,Virginia,793,Washington
24316,VA,Virginia,0,Tazewell
24343,VA,Virginia,9597,Carroll
24348,VA,Virginia,4760,Grayson
24528,VA,Virginia,3126,Campbell
24538,VA,Virginia,5591,Campbell
24701,WV,West Virginia,19800,Mercer
24935,WV,West Virginia,390,Summers
24951,WV,West Virginia,1628,Monroe
25007,WV,West Virginia,628,Raleigh
25019,WV,West Virginia,541,Clay
25082,WV,West Virginia,2000,Putnam
25162,WV,West Virginia,368,Kanawha
25320,WV,West Virginia,6385,Kanawha
25428,WV,West Virginia,12903,Berkeley
25521,WV,West Virginia,865,Lincoln
25555,WV,West Virginia,1903,Wayne
25573,WV,West Virginia,809,Lincoln
25611,WV,West Virginia,891,Logan
25692,WV,West Virginia,1118,Mingo
25839,WV,West Virginia,324,Raleigh
25848,WV,West Virginia,275,Wyoming
25853,WV,West Virginia,14,Raleigh
25902,WV,West Virginia,189,Raleigh
25958,WV,West Virginia,924,Greenbrier
26056,WV,West Virginia,115,Hancock
26167,WV,West Virginia,942,Wetzel
26291,WV,West Virginia,176,Pocahontas
26325,WV,West Virginia,287,Ritchie
26337,WV,West Virginia,1369,Ritchie
26348,WV,West Virginia,108,Wetzel
26521,WV,West Virginia,299,Monongalia
26563,WV,West Virginia,437,Marion
26629,WV,West Virginia,307,Braxton
26636,WV,West Virginia,583,Gilmer
26750,WV,West Virginia,778,Mineral
27283,NC,North Carolina,3194,Guilford
27284,NC,North Carolina,55489,Forsyth
27330,NC,North Carolina,40121,Lee
27371,NC,North Carolina,8431,Montgomery
27406,NC,North Carolina,63199,Guilford
27407,NC,North Carolina,51900,Guilford
27531,NC,North Carolina,778,Wayne
27534,NC,North Carolina,32492,Wayne
27614,NC,North Carolina,32849,Wake
27817,NC,North Carolina,7614,Beaufort
27886,NC,North Carolina,20280,Edgecombe
27943,NC,North Carolina,460,Dare
27962,NC,North Carolina,7696,Washington
28071,NC,North Carolina,2667,Rowan
28090,NC,North Carolina,7820,Cleveland
28112,NC,North Carolina,26831,Union
28147,NC,North Carolina,23495,Rowan
28167,NC,North Carolina,2732,Rutherford
28207,NC,North Carolina,9986,Mecklenburg
28273,NC,North Carolina,41170,Mecklenburg
28277,NC,North Carolina,72132,Mecklenburg
28390,NC,North Carolina,24768,Harnett
28450,NC,North Carolina,2684,Columbus
28466,NC,North Carolina,9292,Duplin
28638,NC,North Carolina,12277,Caldwell
28678,NC,North Carolina,5676,Alexander
28681,NC,North Carolina,26448,Alexander
28689,NC,North Carolina,2586,Iredell
28748,NC,North Carolina,12606,Buncombe
28757,NC,North Carolina,100,Buncombe
28768,NC,North Carolina,7504,Transylvania
28785,NC,North Carolina,7953,Haywood
29009,SC,South Carolina,1848,Kershaw
29118,SC,South Carolina,17451,Orangeburg
29355,SC,South Carolina,769,Laurens
29714,SC,South Carolina,2991,Chester
30021,GA,Georgia,23493,DeKalb
30068,GA,Georgia,32453,Cobb
30101,GA,Georgia,59515,Cobb
30113,GA,Georgia,6273,Haralson
30234,GA,Georgia,1774,Butts
30236,GA,Georgia,51199,Clayton
30328,GA,Georgia,38648,Fulton
30455,GA,Georgia,544,Screven
30511,GA,Georgia,3874,Banks
30517,GA,Georgia,15909,Jackson
30571,GA,Georgia,3459,White
30648,GA,Georgia,3003,Oglethorpe
30734,GA,Georgia,3608,Gordon
31005,GA,Georgia,17961,Houston
31068,GA,Georgia,5329,Macon
31318,GA,Georgia,387,Effingham
31606,GA,Georgia,3743,Lowndes
31720,GA,Georgia,237,Thomas
31810,GA,Georgia,212,Talbot
32308,FL,Florida,22029,Leon
32309,FL,Florida,31597,Leon
32311,FL,Florida,22264,Leon
32333,FL,Florida,11314,Gadsden
32350,FL,Florida,1272,Madison
32445,FL,Florida,2497,Jackson
32455,FL,Florida,4081,Walton
32603,FL,Florida,6949,Alachua
32707,FL,Florida,36036,Seminole
32796,FL,Florida,20609,Brevard
32820,FL,Florida,10442,Orange
32832,FL,Florida,27919,Orange
32835,FL,Florida,48078,Orange
33024,FL,Florida,76508,Broward
33139,FL,Florida,39427,Miami-Dade
33196,FL,Florida,53047,Miami-Dade
33334,FL,Florida,29494,Broward
33407,FL,Florida,31551,Palm Beach
33471,FL,Florida,6866,Glades
33487,FL,Florida,20677,Palm Beach
33540,FL,Florida,8652,Pasco
33578,FL,Florida,52486,Hillsborough
33776,FL,Florida,13573,Pinellas
33931,FL,Florida,10566,Lee
34141,FL,Florida,67,Collier
34465,FL,Florida,17455,Citrus
34479,FL,Florida,13603,Marion
34639,FL,Florida,29395,Pasco
34739,FL,Florida,243,Osceola
34772,FL,Florida,31436,Osceola
34786,FL,Florida,45836,Orange
34997,FL,Florida,44632,Martin
35004,AL,Alabama,12045,St. Clair
35014,AL,Alabama,4963,Talladega
35035,AL,Alabama,821,Bibb
35112,AL,Alabama,281,St. Clair
35183,AL,Alabama,918,Coosa
35205,AL,Alabama,20857,Jefferson
35224,AL,Alabama,5328,Jefferson
35254,AL,Alabama,1598,Jefferson
35453,AL,Alabama,10721,Tuscaloosa
35764,AL,Alabama,540,Jackson
35950,AL,Alabama,20867,Marshall
36035,AL,Alabama,1606,Pike
36106,AL,Alabama,14951,Montgomery
36107,AL,Alabama,7669,Montgomery
36272,AL,Alabama,13097,Calhoun
36277,AL,Alabama,5771,Calhoun
36446,AL,Alabama,441,Clarke
36483,AL,Alabama,447,Covington
36567,AL,Alabama,13980,Baldwin
36603,AL,Alabama,9552,Mobile
36867,AL,Alabama,22239,Russell
37015,TN,Tennessee,17665,Cheatham
37036,TN,Tennessee,6245,Dickson
37079,TN,Tennessee,2657,Stewart
37166,TN,Tennessee,14136,DeKalb
37178,TN,Tennessee,2003,Houston
37203,TN,Tennessee,15091,Davidson
37310,TN,Tennessee,4356,Bradley
37338,TN,Tennessee,3436,Rhea
37412,TN,Tennessee,21209,Hamilton
37731,TN,Tennessee,470,Hawkins
37745,TN,Tennessee,18318,Greene
